Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000000001,Gnai3,4996,4694,5548,6505,5507,5169
ENSMUSG00000000003,Pbsn,0,0,0,0,0,0
ENSMUSG00000000028,Cdc45,4436,4038,5051,2820,2746,2593
ENSMUSG00000000031,H19,0,0,0,9,4,2
ENSMUSG00000000037,Scml2,988,1024,1162,1166,1134,1041
ENSMUSG00000000049,Apoh,0,0,1,7,13,0
ENSMUSG00000000056,Narf,6824,5283,7160,5047,4503,4165
ENSMUSG00000000058,Cav2,6807,6447,7877,8123,5950,6040
ENSMUSG00000000078,Klf6,4150,3783,4342,5142,4503,4346
ENSMUSG00000000085,Scmh1,1809,1694,1875,1541,1544,1544
ENSMUSG00000000088,Cox5a,4441.54,3568.96,5271.85,4604.93,4169.65,3866.89
ENSMUSG00000000093,Tbx2,6084,5890,6705,6052,6723,6684
ENSMUSG00000000094,Tbx4,557,570,566,516,493,558
ENSMUSG00000000103,Zfy2,0,0,0,0,0,0
ENSMUSG00000000120,Ngfr,18,2,14,28,18,45
ENSMUSG00000000125,Wnt3,0,0,0,0,3,0
ENSMUSG00000000126,Wnt9a,0,0,0,9,21,3
ENSMUSG00000000127,Fer,2585,2069,2488,1850,1857,1539
ENSMUSG00000000131,Xpo6,6298,5849,6857,6498,6257,6192
ENSMUSG00000000134,Tfe3,3303,2973,3584,3592,3513,3616
ENSMUSG00000000142,Axin2,0,0,0,0,2,3
ENSMUSG00000000148,Brat1,1073,1049,1287,1129,1193,1122
ENSMUSG00000000149,Gna12,4885.02,4671.71,5658.96,4743.22,4374.44,4538.3
ENSMUSG00000000154,Slc22a18,274,270,344,439,439,403
ENSMUSG00000000157,Itgb2l,0,0,0,0,0,0
ENSMUSG00000000159,Igsf5,0,0,0,0,0,0
ENSMUSG00000000167,Pih1d2,12,10,27,35,30,38
ENSMUSG00000000168,Dlat,4942,4499,5533,5206,4297,4330
ENSMUSG00000000171,Sdhd,5446,5189,6000,5878,5204,5125
ENSMUSG00000000182,Fgf23,0,0,0,3,0,5
ENSMUSG00000000183,Fgf6,0,0,0,0,0,1
ENSMUSG00000000184,Ccnd2,36356.32,31060.28,37697.98,47384.77,42520,39760.94
ENSMUSG00000000194,Gpr107,2136.68,2053.31,2515.16,2521,2226.03,2373.11
ENSMUSG00000000197,Nalcn,0,0,0,0,0,7
ENSMUSG00000000202,Btbd17,0,0,0,9,5,0
ENSMUSG00000000204,Slfn4,0,0,0,8,4,5
ENSMUSG00000000214,Th,0,0,0,1,1,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,0,0,3,0,0,0
ENSMUSG00000000223,Drp2,48,77,66,108,88,71
ENSMUSG00000000244,Tspan32,79,58,55,261,230,212
ENSMUSG00000000247,Lhx2,4,0,0,1,0,0
ENSMUSG00000000248,Clec2g,5,0,3,169,152,134
ENSMUSG00000000253,Gmpr,2231,2113,2765,2509,2433,2322
ENSMUSG00000000263,Glra1,0,0,3,0,0,0
ENSMUSG00000000266,Mid2,4537,4211,4803,4631,4069,3868
ENSMUSG00000000275,Trim25,0,0,0,32,38,22
ENSMUSG00000000276,Dgke,1986,1973,2251.51,2519,2113.56,2096
ENSMUSG00000000278,Scpep1,19070,16076,20202,16486,15711,14489
ENSMUSG00000000282,Mnt,2593,2161,2610,2241,2210,2262
ENSMUSG00000000290,Itgb2,1,1,1,67,68,30
ENSMUSG00000000295,Hddc2,1573,1274,1663,1348,1199,1062
ENSMUSG00000000296,Tpd52l1,21,11,15,42,37,57
ENSMUSG00000000301,Pemt,174,176,183,170,166,165
ENSMUSG00000000303,Cdh1,106,74,111,57,51,84
ENSMUSG00000000305,Cdh4,0,0,0,0,0,0
ENSMUSG00000000308,Ckmt1,0,0,0,2,2,0
ENSMUSG00000000317,Bcl6b,0,0,0,7,5,5
ENSMUSG00000000318,Clec10a,0,0,0,6,0,0
ENSMUSG00000000320,Alox12,0,0,0,2,0,0
ENSMUSG00000000325,Arvcf,1430.87,1436.69,1547.64,1809.75,1726.89,1816.56
ENSMUSG00000000326,Comt,4921.37,4541.43,5085.8,5279.55,5906.41,5380.06
ENSMUSG00000000339,Rtca,2229.81,1953.89,2623.43,2078.62,2157.11,1832.53
ENSMUSG00000000340,Dbt,1175,1130,1333,1506,1444,1259
ENSMUSG00000000346,Dazap2,15497,14254,17647,14613,14160,13181
ENSMUSG00000000355,Mcts1,579,595,658,750,587,511
ENSMUSG00000000359,Rem1,0,0,0,0,0,0
ENSMUSG00000000365,Rnf17,0,0,0,44,37,61
ENSMUSG00000000374,Trappc10,3548,3310,4106,3504,3591,3205
ENSMUSG00000000378,Ccm2,3750,3479,4005,3273,3408,3129
ENSMUSG00000000381,Wap,1,0,0,3,0,0
ENSMUSG00000000384,Tbrg4,2948.49,2841.45,3831.46,3471.24,3510.55,3394.98
ENSMUSG00000000385,Tmprss2,0,0,0,0,0,0
ENSMUSG00000000386,Mx1,116,77,70,183,246,178
ENSMUSG00000000392,Fap,6,0,10,3,1,0
ENSMUSG00000000394,Gcg,0,0,0,0,0,1
ENSMUSG00000000399,Ndufa9,7089,6418,7931,7225,6091,5515
ENSMUSG00000000402,Egfl6,0,0,0,0,0,0
ENSMUSG00000000409,Lck,11,3,10,16,16,9
ENSMUSG00000000411,Tssk3,1,0,1,0,2,0
ENSMUSG00000000416,Cttnbp2,3,9,10,36,34.76,43
ENSMUSG00000000420,Galnt1,8996,7848,9451,9535,8520,7687
ENSMUSG00000000435,Myf5,0,0,0,0,1,0
ENSMUSG00000000439,Mkrn2,3281.96,2737.25,3459.35,2802.05,2613.65,2568.42
ENSMUSG00000000440,Pparg,0,0,0,0,3,0
ENSMUSG00000000441,Raf1,7613.79,7322.98,8739.48,6910.64,6491.68,6355.8
ENSMUSG00000000486,44075,27,22,51,91,87,75
ENSMUSG00000000489,Pdgfb,63,45,39,88,88,78
ENSMUSG00000000530,Acvrl1,2546,2051,2676,2769,2556,2893
ENSMUSG00000000531,Grasp,781,622,1011,688,1037,714
ENSMUSG00000000532,Acvr1b,1496,1403,1584,1386,1170,1185
ENSMUSG00000000538,Tom1l2,7787,7302,8727,8739,8313,8029
ENSMUSG00000000544,Gpa33,0,0,1,0,1,0
ENSMUSG00000000552,Zfp385a,2057,1728,2276,4399,4930,5129
ENSMUSG00000000555,Itga5,5181,4982,5654,5048,4759,4663
ENSMUSG00000000560,Gabra2,14.87,17.59,11.98,13.6,6.5,8.3
ENSMUSG00000000561,Wdr77,2185.85,2214.57,2671.2,3905.28,3509.75,3442.21
ENSMUSG00000000562,Adora3,0,0,1,0,0,0
ENSMUSG00000000563,Atp5f1,10228.87,8598,10889,11687.83,11352.17,9969
ENSMUSG00000000567,Sox9,0,0,0,0,5,0
ENSMUSG00000000568,Hnrnpd,8832,7363.96,9267,8641.66,7810.56,7005.59
ENSMUSG00000000579,Dynlt1c,744.27,720.44,952.08,748.95,619.15,664.73
ENSMUSG00000000581,C1d,1685,1790,2215,2328,1846,1795
ENSMUSG00000000594,Gm2a,5242,4484,5613,5022,4881,4956
ENSMUSG00000000600,Krit1,1597.31,1564.3,1674.35,1880.53,1651.43,1484.58
ENSMUSG00000000605,Clcn4-2,3001,2650,3311,4013,3373,3043
ENSMUSG00000000606,Vmn2r88,0,0,0,0,0,0
ENSMUSG00000000617,Grm6,0,0,0,0,0,0
ENSMUSG00000000627,Sema4f,55,69,80,132,98,88
ENSMUSG00000000628,Hk2,5735,4927,5834,4106,3866,3411
ENSMUSG00000000631,Myo18a,15136,15003.54,16075,15349,15948,14894
ENSMUSG00000000632,Sez6,1,5,2,9,11,16.47
ENSMUSG00000000673,Haao,0,4,3,0,0,1
ENSMUSG00000000682,Cd52,0,0,0,0,0,0
ENSMUSG00000000686,Abhd15,149.29,267.6,256.48,282.2,254.36,247.72
ENSMUSG00000000690,Hoxb6,5,0,2,0,0,0
ENSMUSG00000000693,Loxl3,3234.36,2768.84,3621.88,2837.91,2891.48,2660.22
ENSMUSG00000000701,Tcl1b5,0,0,0,0,0,0
ENSMUSG00000000706,Btn1a1,0,5,0,15,9,15
ENSMUSG00000000708,Kat2b,5156,4376,5695,5243,4892,4324
ENSMUSG00000000711,Rab5b,6782,6203,7494,7245,6422,6040
ENSMUSG00000000724,Cryba1,0,0,1,1,0,0
ENSMUSG00000000730,Dnmt3l,0,0,0,0,0,0
ENSMUSG00000000731,Aire,3,5,6,2,7,2
ENSMUSG00000000732,Icosl,0,2,1,0,0,4
ENSMUSG00000000738,Spg7,2984,2749,3443,2803,2854,2566
ENSMUSG00000000739,Sult5a1,0,0,0,0,0,0
ENSMUSG00000000740,Rpl13,42079,40480.24,45581.58,38376,40479.69,38411.98
ENSMUSG00000000743,Chmp1a,2905,2873,3511,3679,2979,3183
ENSMUSG00000000751,Rpa1,25435,21445,27562,19870,18027,16941
ENSMUSG00000000753,Serpinf1,2807,2592,2746,2152,2215,2330
ENSMUSG00000000759,Tubgcp3,4363,4248,4820,4109,4059,3641
ENSMUSG00000000766,Oprm1,0,0,0,1,0,0
ENSMUSG00000000776,Polr3d,1163,1009,1243,1778,1758,1562
ENSMUSG00000000782,Tcf7,47,37,53,262,262,237
ENSMUSG00000000787,Ddx3x,32181,26699,33684,37998,32409,30652
ENSMUSG00000000791,Il12rb1,66,20,39,109,114,105
ENSMUSG00000000792,Slc5a5,16,18,30,23,42,30
ENSMUSG00000000794,Kcnn3,0,0,0,0,5,6
ENSMUSG00000000804,Usp32,8238,6720,8203,8944,7311,6923
ENSMUSG00000000805,Car4,3,2,4,2,3,2
ENSMUSG00000000811,Txnrd3,1316,1228,1613,1239,1090,1086
ENSMUSG00000000817,Fasl,0,3,2,2,0,0
ENSMUSG00000000823,Znf512b,2919,2808,3540,3299,3112,2988
ENSMUSG00000000826,Dnajc5,6692,6174,7401,7846,6858,6682
ENSMUSG00000000827,Tpd52l2,3370,2869,3589,3076,3304,2916
ENSMUSG00000000838,Fmr1,7141,6404,7382.11,7357.02,6232,5960
ENSMUSG00000000861,Bcl11a,0,0,0,0,0,0
ENSMUSG00000000869,Il4,1,0,3,0,9,3
ENSMUSG00000000876,Pxmp4,5.02,8.03,0.81,28.99,14.8,13
ENSMUSG00000000881,Dlg3,3058,2655,3377,3057,2898,2699
ENSMUSG00000000884,Gnb1l,450.61,421.43,552,521,455,473
ENSMUSG00000000889,Dbh,320,224,297,109,125,148
ENSMUSG00000000901,Mmp11,310,270,272,182,200,169
ENSMUSG00000000902,Smarcb1,4434.7,4259.37,5223.36,3815.97,3722.4,3710.16
ENSMUSG00000000903,Vpreb3,0,3,12,6,11,7
ENSMUSG00000000915,Hip1r,1151.05,1107.15,1166.45,1103.61,1308.69,1071.21
ENSMUSG00000000916,Nsun5,735.37,805.37,934,925.13,806.02,862.19
ENSMUSG00000000934,Top1mt,1178,1028,1237,1175,1349,1149
ENSMUSG00000000938,Hoxa10,1020,950,1083,1025,1017,888
ENSMUSG00000000942,Hoxa4,36,16,16,31,36,15.82
ENSMUSG00000000948,Gm38393,4.64,0,9.04,1,1.34,2
ENSMUSG00000000957,Mmp14,6886,6286,8202,6885,7611,6538
ENSMUSG00000000958,Slc7a7,10.02,6,15,30.04,28.02,50.02
ENSMUSG00000000959,Oxa1l,3417.98,2865,3735,2680.96,2838.98,2580.98
ENSMUSG00000000976,Heatr6,1932,1800,2049,2245,2064,1970
ENSMUSG00000000982,Ccl3,0,0,0,0,0,0
ENSMUSG00000000983,Wfdc18,0,0,0,0,0,1
ENSMUSG00000001014,Icam4,0,1,0,1,1,2
ENSMUSG00000001016,Ilf2,6379.7,5411.33,6589.91,6519.3,5957.87,5261.5
ENSMUSG00000001017,Chtop,6346,5649,7372,6018,5251,5119
ENSMUSG00000001018,Snapin,1633.32,1560.57,2003.09,1600.31,1412.47,1399.58
ENSMUSG00000001020,S100a4,29,17,29,50,70,62
ENSMUSG00000001021,S100a3,0,0,2,4,0,0
ENSMUSG00000001023,S100a5,0,0,0,0,0,0
ENSMUSG00000001025,S100a6,335,268,439,1141,1206,1156
ENSMUSG00000001027,Scn4a,0,0,0,9,9,3
ENSMUSG00000001029,Icam2,0,3,2,10,15,11
ENSMUSG00000001034,Mapk7,1853,1702,1958,1783,1912,1789
ENSMUSG00000001036,Epn2,5344,5175,6218,4563,4449,4022
ENSMUSG00000001039,B9d1,436,327,374,304,349,302
ENSMUSG00000001052,Sec24b,4663,3816,4392,5114,5378,4917
ENSMUSG00000001053,N4bp3,159,138,162,155,153,169
ENSMUSG00000001054,Rmnd5b,1623,1539,1855,1570,1600,1662
ENSMUSG00000001056,Nhp2,4951,4645,5470,5823,6019,5451
ENSMUSG00000001062,Vps9d1,777,744,895,697,669,694
ENSMUSG00000001065,Zfp276,1085.79,974.48,1083.48,1203.76,1156.66,1119.95
ENSMUSG00000001076,C1ql4,1,5,0,7,5,0
ENSMUSG00000001082,Mfsd10,1275,1299,1548,1478,1426,1519
ENSMUSG00000001089,Luzp1,5034,4441,4869,6722,6013,5604
ENSMUSG00000001095,Slc13a2,0,0,0,0,0,0
ENSMUSG00000001098,Kctd10,5236.18,4711.35,5756.28,6815.88,5952.93,6037.17
ENSMUSG00000001100,Poldip2,5338.65,4957.82,6114.05,5211.48,5278.24,4676.04
ENSMUSG00000001103,Sebox,11,4,0,1,8,0
ENSMUSG00000001105,Ift20,2338,1721,2514,2365,2520,2176
ENSMUSG00000001119,Col6a1,11,17,8,45,34,40
ENSMUSG00000001120,Pcbp3,0,0,0,0,1,0
ENSMUSG00000001123,Lgals9,2557,2219,2970,5150,5461,5150
ENSMUSG00000001127,Araf,3371.01,3280,3781.92,3656.05,3508.7,3290.1
ENSMUSG00000001128,Cfp,87,72,101,72,86,92
ENSMUSG00000001131,Timp1,0,0,0,47,45,36
ENSMUSG00000001134,Uxt,575,488,705,447.81,484.89,466
ENSMUSG00000001138,Cnnm3,1109,1033,1357,1147,1105,997
ENSMUSG00000001143,Lman2l,1775.82,1609.38,1951.93,1684.94,1557.3,1563.93
ENSMUSG00000001150,Mcm3ap,2211,2141,2547,3231,3200,2767
ENSMUSG00000001151,Pcnt,2702,2343,2775,2089,2053,1931
ENSMUSG00000001155,Ftcd,0,0,0,0,0,0
ENSMUSG00000001156,Mxd1,2296,2057,2400,2132,1962,1928
ENSMUSG00000001157,Gmcl1,2595.83,2368.98,3071.1,2466,2294.15,2031
ENSMUSG00000001158,Snrnp27,2878,2450,3077,2399,2622,2227
ENSMUSG00000001166,Oas1c,0,1,0,13,20,18
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0
ENSMUSG00000001173,Ocrl,3311.97,2897,3422.08,2871,2716.8,2365.02
ENSMUSG00000001175,Calm1,22902.02,21598.12,25230.54,25211.97,24913.53,22534.97
ENSMUSG00000001211,Agpat3,8487,7239,9454,8202,7984,7682
ENSMUSG00000001225,Slc26a3,0,0,0,1,0,5
ENSMUSG00000001227,Sema6b,383,334,328,381,380,445
ENSMUSG00000001228,Uhrf1,13589,12942,14139.98,9882,9305,8904
ENSMUSG00000001229,Dpp9,4558,4573,5657,4217,4117,4272
ENSMUSG00000001240,Ramp2,44,31.19,25,59.48,51.94,55.52
ENSMUSG00000001247,Lsr,22.6,31.73,11.79,38.5,26.57,6.22
ENSMUSG00000001248,Gramd1a,4387,4348,5214,4606.87,4661,4645
ENSMUSG00000001249,Hpn,2,1,5,37,31,39
ENSMUSG00000001260,Gabrg1,0,0,0,0,1,0
ENSMUSG00000001270,Ckb,22632,22114,26539,27872,29127,30049
ENSMUSG00000001280,Sp1,9361,7851,9184,7794,6730,6034
ENSMUSG00000001281,Itgb7,0,4,2,2,5,1
ENSMUSG00000001285,Myg1,3909.35,3611.35,4489.04,2986.08,3149.89,2655.13
ENSMUSG00000001288,Rarg,7925,6657,8445,7675,7983,7807
ENSMUSG00000001289,Pfdn5,8332.65,7194.65,8803.96,6790.92,8587.11,6871.87
ENSMUSG00000001300,Efnb2,26,22,14,26,27,14
ENSMUSG00000001305,Rrp15,1190,944,1067,1238,1151,1050
ENSMUSG00000001313,Rnd2,1141.76,899.96,1272.89,1328.7,1344.74,1219.91
ENSMUSG00000001323,Srr,1377.15,1295.23,1384.26,1452.66,1305.45,1315.13
ENSMUSG00000001333,Sync,87.44,112.49,88.31,127.39,142.49,104.56
ENSMUSG00000001334,Fndc5,0,0,1,0,0,1
ENSMUSG00000001348,Acp5,0,1,0,15,14,8
ENSMUSG00000001349,Cnn1,0,0,0,3,2,0
ENSMUSG00000001366,Fbxo9,979,987,1294,1352,1304,1165
ENSMUSG00000001376,Ccdc132,4636,4235,4982,5168,4298,4082
ENSMUSG00000001380,Hars,5415.27,4802,5896.14,5676.7,5483.76,5050.64
ENSMUSG00000001383,Zmat2,4571,3955,4890,4574,4572,4091
ENSMUSG00000001403,Ube2c,8667,7985,9139.01,7697.91,9239.95,7903
ENSMUSG00000001415,Smg5,4884.61,4829.46,5706.07,5017,4625,4477.15
ENSMUSG00000001416,Cct3,13690,12187,15270,17180,16286,14272.01
ENSMUSG00000001418,Glmp,5468.11,4927.06,5886.28,5921.56,5842.27,5674.44
ENSMUSG00000001419,Mef2d,2786.6,2474.89,2833.81,2904.02,3351.15,2832.68
ENSMUSG00000001420,Tmem79,44.19,28.49,48.47,42.44,25.41,41.66
ENSMUSG00000001424,Snd1,29156,26348,31933,25667,24968,23747
ENSMUSG00000001435,Col18a1,280,195,259,400,451,410
ENSMUSG00000001436,Slc19a1,986,966,1267,800,756,727
ENSMUSG00000001440,Kpnb1,39359,33844,41164,42427,38779,35189
ENSMUSG00000001441,Npepps,8878.13,7286.02,9166.04,10080.59,8678.28,8327.72
ENSMUSG00000001444,Tbx21,0,4,0,0,2,1
ENSMUSG00000001445,Mrpl10,3467.17,3443.48,4271.82,3726.94,3546.91,3443.87
ENSMUSG00000001467,Cyp51,7464.98,6373,7494.01,9594.74,9635.86,8531.53
ENSMUSG00000001472,Tcf25,16636,14952,17711,14996,14724,14511
ENSMUSG00000001473,Tubb6,6787,6469,7420,6908,7858,7423
ENSMUSG00000001482,Def8,3414,3248,3997,3404,3178,3018
ENSMUSG00000001493,Meox1,0,0,0,0,0,0
ENSMUSG00000001494,Sost,0,0,0,0,0,0
ENSMUSG00000001496,Nkx2-1,3,0,0,2,2.12,2
ENSMUSG00000001497,Pax9,196,177,185,237,270,248
ENSMUSG00000001504,Irx2,0,0,0,0,0,0
ENSMUSG00000001506,Col1a1,139,171,224,655,483,568
ENSMUSG00000001507,Itga3,0,0,0,6,1,15
ENSMUSG00000001508,Sgca,0,0,0,43,69,39
ENSMUSG00000001510,Dlx3,0,0,0,0,0,0
ENSMUSG00000001517,Foxm1,19795,18181.97,21497.96,13481.98,14110,13278.99
ENSMUSG00000001518,Itfg2,2351.38,2106.5,2350.76,1582.02,1446.62,1463.21
ENSMUSG00000001520,Nrip2,88.77,42,61,71,94,67
ENSMUSG00000001521,Tulp3,11568.46,10775.21,12833.7,12330.78,11452.92,11489.78
ENSMUSG00000001524,Gtf2h4,1260,1223,1481,1071,1066,991
ENSMUSG00000001525,Tubb5,94867,90913,112533,69797,68395,65916
ENSMUSG00000001542,Ell2,155,121,134,173,191,175
ENSMUSG00000001552,Jup,7,13,7,113,113,105
ENSMUSG00000001555,Fkbp10,3,0,4,37,38,31
ENSMUSG00000001558,Klhl10,10,6,4,9,10,7
ENSMUSG00000001566,Mnx1,0,0,0,0,0,0
ENSMUSG00000001569,Nom1,2644.31,2380.66,2753.61,3130.04,3000.3,2566.3
ENSMUSG00000001576,Ergic1,6004,5662,6405,5857,6292,6202
ENSMUSG00000001583,Tnk1,0,0,3,2,6,3.01
ENSMUSG00000001588,Acap1,13,15,16,55,80,79
ENSMUSG00000001604,Tcea3,0,1,0,6,15,10
ENSMUSG00000001622,Csn3,0,2,6,192,290,213
ENSMUSG00000001627,Ifrd1,4273.36,4830.89,4999.27,5967.37,5463.98,5123.84
ENSMUSG00000001630,Stk38l,1715.8,1438,1635,1838.78,1512,1540.08
ENSMUSG00000001632,Brpf1,3377.92,3104.98,3478.99,3181,3206.69,2896
ENSMUSG00000001642,Akr1b3,8103.53,7206.78,9201.23,10026.94,9200.92,9157.64
ENSMUSG00000001655,Hoxc13,0,0,0,2,1,0
ENSMUSG00000001656,Hoxc11,0,0,0,0,0,0
ENSMUSG00000001657,Hoxc8,0,0,0,0,0,2
ENSMUSG00000001661,Hoxc6,21,22,13,40,47,55
ENSMUSG00000001663,Gstt1,1,0,1,3,1,12
ENSMUSG00000001665,Gstt3,699.24,628,771.02,667,700.31,684.3
ENSMUSG00000001666,Ddt,966.88,902,1024.97,935,984.96,858.9
ENSMUSG00000001670,Tat,0,0,0,0,0,0
ENSMUSG00000001672,Marveld3,0,0,0,0,0,0
ENSMUSG00000001674,Ddx18,3610,3305.27,3973,4247.94,4062,3693
ENSMUSG00000001687,Ubl3,5304,5027,6018,7986,7132,6940
ENSMUSG00000001700,Gramd3,1070,896,1204,1140,1069,1023
ENSMUSG00000001707,Eef1e1,1333,1273,1643,1771,1616,1544
ENSMUSG00000001729,Akt1,22303,21528,25161,21980,22804,21478
ENSMUSG00000001739,Cldn15,10,0,2,4,7,9
ENSMUSG00000001741,Il16,19.48,5.49,11.64,17.75,23.26,5
ENSMUSG00000001750,Tcirg1,9664.89,10071.88,12145,13081.12,12694.16,12510
ENSMUSG00000001751,Naglu,4008,4367,4823,3238,3254,3207
ENSMUSG00000001755,Coasy,2003,2134,2461,1773,1749,1718
ENSMUSG00000001761,Smo,10094,9341,11084,9382,9010,8893
ENSMUSG00000001763,Tspan33,34,41,30,76,100,96
ENSMUSG00000001767,Crnkl1,1811,1550,1906,2114,1916,1757
ENSMUSG00000001768,Rin2,1324,1205,1449,1597,1683,1432
ENSMUSG00000001773,Folh1,0,0,0,0,0,0
ENSMUSG00000001774,Chordc1,3024,2563,3197,4259,3490,3238
ENSMUSG00000001783,Rtcb,6179,5460,6655,6456,6257,5801
ENSMUSG00000001785,Pwp1,1970,1813,2222,2787,2704,2360
ENSMUSG00000001786,Fbxo7,5406.16,4603.82,5856.78,4011.3,3707.86,3576.7
ENSMUSG00000001794,Capns1,15254,12429,15183,13469,15472,13287
ENSMUSG00000001802,Lrp3,0,0,0,0,0,0
ENSMUSG00000001804,Dsg4,0,0,0,0,0,0
ENSMUSG00000001815,Evx2,0,0,0,0,0,0
ENSMUSG00000001819,Hoxd13,1,0,0,0,0,1
ENSMUSG00000001823,Hoxd12,0,0,0,0,0,0
ENSMUSG00000001827,Folr1,19,5,7,25,25,28
ENSMUSG00000001829,Clpb,4618,4166,4814,3659,3770,3626
ENSMUSG00000001833,44081,11920,9800,12350,13479,12437,11419
ENSMUSG00000001844,Zdhhc4,1174,1005,1229,1059,1095,999
ENSMUSG00000001847,Rac1,15578.53,13168.44,16579.75,15581.77,15360.07,13625.6
ENSMUSG00000001855,Nup214,3809,3422,3610.87,4163,4089,3598
ENSMUSG00000001864,Aif1l,2638,2294,3031,3629,3223,3254
ENSMUSG00000001865,Cpa3,0,0,0,0,0,0
ENSMUSG00000001870,Ltbp1,119.02,73.72,77.05,125.5,148.97,115.93
ENSMUSG00000001891,Ugp2,8558,7904,9816,10435,8415,8077
ENSMUSG00000001901,Kcnh6,4,2,9,9,17,7
ENSMUSG00000001909,Trmt1,3559,3667,3963,3176,3165,2990
ENSMUSG00000001910,Nacc1,10764.96,9316.42,11423.55,9169.55,9443.09,9323.94
ENSMUSG00000001911,Nfix,1625,1389,1788,1483,1675,1603
ENSMUSG00000001918,Slc1a5,6636,7151,8280,3200,3187,3084
ENSMUSG00000001924,Uba1,14884,12919,16134,16819,16259,15236
ENSMUSG00000001930,Vwf,1182.36,1122.16,1174.47,1226.71,1094.31,1079.81
ENSMUSG00000001942,Siae,1580,1231,1590,1130,1219,996
ENSMUSG00000001943,Vsig2,0,0,0,0,2,0
ENSMUSG00000001946,Esam,10,1,1,5,2,2
ENSMUSG00000001948,Spa17,32,39,48,54,50,29
ENSMUSG00000001962,Fam50a,3948,3357,3964,3645,3624,3295
ENSMUSG00000001964,Emd,3277.2,2831.92,3382.62,3117.94,3583.72,3118.57
ENSMUSG00000001983,Taco1,824.65,758.52,875.22,895.8,907.51,756.73
ENSMUSG00000001985,Grik3,202,136,199,686,689,732
ENSMUSG00000001986,Gria3,0,0,0,50,59,56
ENSMUSG00000001988,Npas1,13,17,10,13,20,23
ENSMUSG00000001988,Sipa1l2,2387,2082,2403,1765,1926,1802
ENSMUSG00000001998,Ap4e1,1166.59,1054.85,1312.3,1206.08,1121.13,1002.17
ENSMUSG00000001999,Blvra,1475,1230,1563,1282,1180,1084
ENSMUSG00000002006,Pdzd4,1090,883,1092,853,883,844
ENSMUSG00000002007,Srpk3,12,11,3,10,8,24
ENSMUSG00000002010,Idh3g,5727,4954,6077,4610,5240,4549
ENSMUSG00000002012,Pnck,8,0,0,0,1,0
ENSMUSG00000002014,Ssr4,3141,2321,3088,3137,3205,2551
ENSMUSG00000002015,Bcap31,5394,4624,5986,6393,5926,5556
ENSMUSG00000002017,Fam98a,4759,4109,4975,6304,5156,5182
ENSMUSG00000002020,Ltbp2,0,1,0,11,6,2
ENSMUSG00000002028,Kmt2a,5162,4557,4536,5139,4639,3880
ENSMUSG00000002031,Ift46,1568,1516,1634.88,1355,1399,1196
ENSMUSG00000002032,Tmem25,82,57,48,72,56,39
ENSMUSG00000002033,Cd3g,0,0,0,0,0,0
ENSMUSG00000002043,Trappc6a,787,747,1007,551,514,514
ENSMUSG00000002052,Supt6,20342.94,16817.05,18601.94,18060.59,20360.66,17043.58
ENSMUSG00000002055,Spag5,7452.03,7021.02,8124.88,5243.47,4760.72,4477.04
ENSMUSG00000002057,Foxn1,0,0,0,1,5,0
ENSMUSG00000002058,Unc119,1097,933,1172,1320,1239,1303
ENSMUSG00000002059,Rab34,5471.45,5319.33,6435.9,4797.92,4687.04,4547
ENSMUSG00000002064,Sdf2,3405.06,2951.95,3717.06,3234.41,3653.34,3309.42
ENSMUSG00000002068,Ccne1,2497,2328,3099,3196,3243,2945
ENSMUSG00000002076,Hsf2bp,0,0,0,17,21,21
ENSMUSG00000002083,Bbc3,499,522,703,970,893,991
ENSMUSG00000002100,Mybpc3,0,0,0,6,3,0
ENSMUSG00000002102,Psmc3,8908,7802,9356,7930,8474,8001
ENSMUSG00000002103,Acp2,2489.8,2306,2659,1726.61,1650.4,1429.84
ENSMUSG00000002104,Rapsn,1685,1653,2052,2022,1915,1821
ENSMUSG00000002105,Slc39a13,935,893,1055,1112,1236,1064
ENSMUSG00000002107,Celf2,9669,8465,9789,12193,10964,9991
ENSMUSG00000002108,Nr1h3,3,0,1,1,7,1
ENSMUSG00000002109,Ddb2,2.2,0,3,11.39,9.6,8.16
ENSMUSG00000002111,Spi1,9,1,11,8,21,12
ENSMUSG00000002129,Sf3a1,8566,7743,8856,8848,8627,8259
ENSMUSG00000002147,Stat6,7926,7145,8176,6842,6736,6104
ENSMUSG00000002190,Clgn,0,0,0,6,1,2
ENSMUSG00000002204,Napsa,5,0,0,4,4,2
ENSMUSG00000002205,Vrk3,2479,2088,2795,1860,1807,1850
ENSMUSG00000002210,Smg9,1305,1113,1346,1056,1127,1041
ENSMUSG00000002221,Paxip1,2708.54,2305.96,3001.93,2305.13,2310.1,1960.84
ENSMUSG00000002222,Rmnd5a,6458,5458,6550,6431,5361,4962
ENSMUSG00000002227,Mov10,2461,2172,2531,2193,2446,2381
ENSMUSG00000002228,Ppm1j,0,0,0,7,13,2
ENSMUSG00000002233,Rhoc,7289,6562,8602,6240,6595,6576
ENSMUSG00000002240,Prr27,0,0,0,0,0,0
ENSMUSG00000002249,Tead3,682,552,691,832,827,813
